director	title	release_date	rating	reviews	time_mins	is_film
Frank Borzage	Till We Meet Again	30 August 1944	7.4	79	88	TRUE
Frank Borzage	His Butler's Sister	26 November 1943	7	288	87	TRUE
Frank Borzage	Stage Door Canteen	22 January 1944Mexico	6.7	1039	132	TRUE
Frank Borzage	Seven Sweethearts	17 April 1944Sweden	6.4	196	98	TRUE
Frank Borzage	The Vanishing Virginian	February 1942	6.7	115	97	TRUE
Frank Borzage	Smilin' Through	October 1941	6.7	218	100	TRUE
Frank Borzage	Billy the Kid	30 May 1941	5.8	648	94	TRUE
Frank Borzage	Flight Command	27 December 1940	6.3	403	116	TRUE
Frank Borzage	The Mortal Storm	14 June 1940	7.9	2788	100	TRUE
Frank Borzage	Strange Cargo	1 March 1940	6.9	1319	113	TRUE
Frank Borzage	I Take This Woman	2 February 1940	6.2	363	98	TRUE
Frank Borzage	Disputed Passage	27 October 1939	6.5	27	87	TRUE
Frank Borzage	The Shining Hour	18 November 1938	6.1	572	76	FALSE
Frank Borzage	Three Comrades	3 June 1938	7.5	1045	98	TRUE
Frank Borzage	Mannequin	21 January 1938	6.3	642	95	TRUE
Frank Borzage	Big City	3 September 1937	6.5	312	80	TRUE
Frank Borzage	History Is Made at Night	5 March 1937	7.5	939	97	TRUE
Frank Borzage	Green Light	20 February 1937	6.2	317	85	TRUE
Frank Borzage	Hearts Divided	20 June 1936	7.6	551	87	TRUE
Frank Borzage	Desire	11 April 1936	7.3	1145	95	TRUE
Frank Borzage	Shipmates Forever	12 October 1935	6	148	109	TRUE
Frank Borzage	Stranded	29 June 1935	7.3	273	72	FALSE
Frank Borzage	Living on Velvet	2 March 1935	6.1	183	80	TRUE
Frank Borzage	Flirtation Walk	1 December 1934	5.9	340	97	TRUE
Frank Borzage	Little Man, What Now?	1 May 1934	7.6	281	98	TRUE
Frank Borzage	No Greater Glory	30 March 1934	7.1	246	74	FALSE
Frank Borzage	Man's Castle	27 October 1933	7.4	786	75	FALSE
Frank Borzage	Secrets	16 March 1933	7.7	354	90	TRUE
Frank Borzage	A Farewell to Arms	8 December 1932	6.6	3016	80	TRUE
Frank Borzage	Young America	17 April 1932	6.6	119	70	FALSE
Frank Borzage	After Tomorrow	6 March 1932	7.1	150	79	FALSE
Frank Borzage	Bad Girl	13 August 1931	6.8	464	90	TRUE
Frank Borzage	Young as You Feel	23 August 1931	6.7	17	78	FALSE
Frank Borzage	Doctors' Wives	15 March 1931	5.9	25	80	TRUE
Frank Borzage	Liliom	5 October 1930	6.7	223	94	TRUE
Frank Borzage	Song o' My Heart	7 September 1930	5.3	103	85	TRUE
Frank Borzage	The River	6 October 1929	7.4	335	84	TRUE
Frank Borzage	They Had to See Paris	18 September 1929	6.1	108	95	TRUE
Frank Borzage	Lucky Star	18 August 1929	8	585	90	TRUE
Frank Borzage	Street Angel	9 April 1928	7.5	1172	102	TRUE
Frank Borzage	7th Heaven	1927Germany	7.9	1709	110	TRUE
Frank Borzage	Marriage License?	5 September 1926	NA	NA	80	TRUE
Frank Borzage	Early to Wed	25 April 1926	NA	NA	0	FALSE
Frank Borzage	The Dixie Merchant	7 March 1926	NA	NA	0	FALSE
Frank Borzage	The First Year	24 January 1926	6.6	13	75	FALSE
Frank Borzage	Wages for Wives	13 December 1925	NA	NA	70	FALSE
Frank Borzage	Lazybones	6 November 1925	7.8	326	80	TRUE
Frank Borzage	The Circle	22 September 1925	6.8	367	60	FALSE
Frank Borzage	Daddy's Gone A-Hunting	8 March 1925	NA	NA	60	FALSE
Frank Borzage	The Lady	8 February 1925	7.5	107	96	TRUE
Frank Borzage	Secrets	24 March 1924	7.7	190	108	TRUE
Frank Borzage	The Age of Desire	September 1923	NA	NA	0	FALSE
Frank Borzage	Children of the Dust	4 June 1923	NA	NA	0	FALSE
Frank Borzage	The Nth Commandment	18 March 1923	NA	NA	80	TRUE
Frank Borzage	The Pride of Palomar	26 November 1922	NA	NA	80	TRUE
Frank Borzage	The Valley of Silent Men	10 September 1922	NA	NA	70	FALSE
Frank Borzage	The Good Provider	2 April 1922	NA	NA	80	TRUE
Frank Borzage	Billy Jim	29 January 1922	NA	NA	0	FALSE
Frank Borzage	Back Pay	8 January 1922	NA	NA	70	FALSE
Frank Borzage	Get-Rich-Quick Wallingford	4 December 1921	NA	NA	70	FALSE
Frank Borzage	The Duke of Chimney Butte	4 December 1921	NA	NA	50	FALSE
Frank Borzage	Humoresque	30 May 1920	7.2	51	60	FALSE
Frank Borzage	Prudence on Broadway	6 July 1919	NA	NA	0	FALSE
Frank Borzage	Whom the Gods Would Destroy	15 April 1919	NA	NA	70	FALSE
Frank Borzage	Toton the Apache	30 March 1919	NA	NA	0	FALSE
Frank Borzage	The Atom	15 September 1918	NA	NA	0	FALSE
Frank Borzage	The Ghost Flower	18 August 1918	NA	NA	0	FALSE
Frank Borzage	Who Is to Blame?	19 May 1918	NA	NA	0	FALSE
Frank Borzage	An Honest Man	6 May 1918	NA	NA	0	FALSE
Frank Borzage	Society for Sale	21 April 1918	6	5	0	FALSE
Frank Borzage	Innocent's Progress	24 March 1918	NA	NA	0	FALSE
Frank Borzage	The Shoes That Danced	3 March 1918	NA	NA	0	FALSE
Frank Borzage	The Curse of Iku	1 March 1918	NA	NA	0	FALSE
Frank Borzage	The Gun Woman	27 January 1918	7	12	50	FALSE
Frank Borzage	Until They Get Me	2 December 1917	7.2	21	58	FALSE
Frank Borzage	Flying Colors	23 September 1917	NA	NA	0	FALSE
Frank Borzage	Dollars of Dross	NA	NA	NA	0	FALSE
Frank Borzage	The Pride and the Man	NA	NA	NA	0	FALSE
Frank Borzage	Immediate Lee	13 November 1916	NA	NA	0	FALSE
Frank Borzage	Land o' Lizards	18 September 1916	NA	NA	0	FALSE
Frank Borzage	Matchin' Jim	8 September 1916	NA	NA	0	FALSE
Frank Borzage	The Forgotten Prayer	31 August 1916	NA	NA	0	FALSE
Frank Borzage	Nell Dale's Men Folks	25 August 1916	NA	NA	0	FALSE
Frank Borzage	The Courtin' of Calliope Clew	11 August 1916	NA	NA	0	FALSE
Frank Borzage	That Gal of Burke's	28 July 1916	NA	NA	0	FALSE
Frank Borzage	Nugget Jim's Pardner	14 July 1916	6.3	36	0	FALSE
Frank Borzage	The Quicksands of Deceit	13 July 1916	NA	NA	0	FALSE
Frank Borzage	The Demon of Fear	30 June 1916	NA	NA	0	FALSE
Frank Borzage	The Pilgrim	9 June 1916	6.8	35	28	FALSE
Frank Borzage	Jack	26 May 1916	NA	NA	0	FALSE
Frank Borzage	Unlucky Luke	28 April 1916	NA	NA	0	FALSE
Frank Borzage	A Flickering Light	14 April 1916	NA	NA	0	FALSE
Frank Borzage	Two Bits	7 April 1916	NA	NA	0	FALSE
Frank Borzage	The Code of Honor	21 March 1916	NA	NA	0	FALSE
Frank Borzage	The Silken Spider	7 March 1916	NA	NA	0	FALSE
Frank Borzage	Life's Harmony	22 February 1916	NA	NA	0	FALSE
Frank Borzage	The Pitch o' Chance	24 December 1915	6.6	38	25	FALSE
Frank Borzage	The Mystery of Yellow Aster Mine	26 August 1913	NA	NA	0	FALSE
Martin Scorsese	Untitled Melco-Crown Project	NA	NA	NA	0	FALSE
Martin Scorsese	Sinatra	NA	NA	NA	0	FALSE
Martin Scorsese	Silence	2015	NA	NA	0	FALSE
Martin Scorsese	Untitled HBO/Rock 'N' Roll Project	NA	NA	NA	0	FALSE
Martin Scorsese	Untitled Bill Clinton Documentary	2014	NA	NA	0	FALSE
Martin Scorsese	The 50 Year Argument	29 August 2014	6.8	161	0	FALSE
Martin Scorsese	The Wolf of Wall Street	25 December 2013	8.3	479668	180	TRUE
Martin Scorsese	Hugo	23 November 2011	7.6	209272	126	TRUE
Martin Scorsese	George Harrison: Living in the Material World	4 October 2011UK	8.2	5521	208	TRUE
Martin Scorsese	Public Speaking	22 November 2010	7.7	1066	84	TRUE
Martin Scorsese	Boardwalk Empire	NA	8.7	108875	55	FALSE
Martin Scorsese	A Letter to Elia	4 October 2010	7.7	491	60	FALSE
Martin Scorsese	Shutter Island	19 February 2010	8.1	577747	138	TRUE
Martin Scorsese	Shine a Light	4 April 2008Austria	7.2	8871	122	TRUE
Martin Scorsese	The Key to Reserva	14 December 2007Spain	8.1	2216	10	FALSE
Martin Scorsese	The Departed	6 October 2006	8.5	677576	151	TRUE
Martin Scorsese	American Masters	NA	7.9	338	90	TRUE
Martin Scorsese	The Aviator	25 December 2004	7.5	217810	170	TRUE
Martin Scorsese	Lady by the Sea: The Statue of Liberty	14 January 2004	6.4	56	55	FALSE
Martin Scorsese	Michael Jackson: Number Ones	18 November 2003	8.3	653	91	TRUE
Martin Scorsese	The Blues	NA	8.1	766	0	FALSE
Martin Scorsese	Gangs of New York	20 December 2002	7.5	259264	167	TRUE
Martin Scorsese	The Neighborhood	NA	7.1	34	0	FALSE
Martin Scorsese	The Concert for New York City	NA	6.2	608	296	TRUE
Martin Scorsese	My Voyage to Italy	16 May 2002France	8.3	2146	246	TRUE
Martin Scorsese	Bringing Out the Dead	22 October 1999	6.8	48665	121	TRUE
Martin Scorsese	Kundun	25 December 1997	7	19781	134	TRUE
Martin Scorsese	Casino	22 November 1995	8.2	263754	178	TRUE
Martin Scorsese	Michael Jackson: Video Greatest Hits - HIStory	16 June 1995Spain	8.5	1205	89	TRUE
Martin Scorsese	A Personal Journey with Martin Scorsese Through American Movies	21 May 1995UK	8.6	3206	225	TRUE
Martin Scorsese	The King of Ads	NA	6.5	32	0	FALSE
Martin Scorsese	The Age of Innocence	1 October 1993	7.3	31325	139	TRUE
Martin Scorsese	Cape Fear	15 November 1991	7.3	110152	128	TRUE
Martin Scorsese	Made in Milan	NA	6.6	133	20	FALSE
Martin Scorsese	Goodfellas	21 September 1990	8.7	577931	146	TRUE
Martin Scorsese	New York Stories	10 March 1989	6.4	12001	124	TRUE
Martin Scorsese	Location Production Footage: The Last Temptation of Christ	NA	6	73	0	FALSE
Martin Scorsese	The Last Temptation of Christ	22 September 1988Netherlands	7.6	35000	164	TRUE
Martin Scorsese	Bad	31 August 1987	7.7	2476	17	FALSE
Martin Scorsese	The Color of Money	17 October 1986	7	49927	119	TRUE
Martin Scorsese	Amazing Stories	NA	7.5	3039	30	FALSE
Martin Scorsese	After Hours	11 October 1985	7.7	32949	97	TRUE
Martin Scorsese	The King of Comedy	18 December 1982Iceland	7.8	42938	109	TRUE
Martin Scorsese	Raging Bull	19 December 1980	8.3	191196	129	TRUE
Martin Scorsese	American Boy: A Profile of: Steven Prince	October 1978	7.6	516	55	FALSE
Martin Scorsese	The Last Waltz	26 April 1978	8.2	11276	117	TRUE
Martin Scorsese	New York, New York	21 June 1977	6.7	11598	155	TRUE
Martin Scorsese	Taxi Driver	8 February 1976	8.4	396500	113	TRUE
Martin Scorsese	Alice Doesn't Live Here Anymore	30 May 1975France	7.4	13185	112	TRUE
Martin Scorsese	Italianamerican	October 1974	7.6	1018	49	FALSE
Martin Scorsese	Mean Streets	14 October 1973	7.5	58666	112	TRUE
Martin Scorsese	Boxcar Bertha	14 June 1972	6.1	5317	88	TRUE
Martin Scorsese	Street Scenes	14 September 1970	6.8	131	75	FALSE
Martin Scorsese	The Big Shave	October 1968	7.1	3460	6	FALSE
Martin Scorsese	I Call First	20 January 1978Finland	6.8	4793	90	TRUE
Martin Scorsese	New York City... Melting Point	NA	8.2	6	0	FALSE
Martin Scorsese	It's Not Just You, Murray!	January 1974	6.5	713	15	FALSE
Martin Scorsese	What's a Nice Girl Like You Doing in a Place Like This?	November 1992Italy	6.5	926	9	FALSE
Martin Scorsese	Vesuvius VI	NA	7.7	129	0	FALSE
Woody Allen	Untitled Woody Allen Project	NA	NA	NA	0	FALSE
Woody Allen	Magic in the Moonlight	15 August 2014	6.7	14801	97	TRUE
Woody Allen	Blue Jasmine	23 August 2013	7.3	113077	98	TRUE
Woody Allen	To Rome with Love	6 July 2012	6.3	55635	112	TRUE
Woody Allen	Midnight in Paris	10 June 2011	7.7	250021	94	TRUE
Woody Allen	You Will Meet a Tall Dark Stranger	27 August 2010Spain	6.3	30316	98	TRUE
Woody Allen	Whatever Works	1 July 2009France	7.2	50255	92	TRUE
Woody Allen	Vicky Cristina Barcelona	15 August 2008	7.2	164013	96	TRUE
Woody Allen	Cassandra's Dream	31 October 2007France	6.7	39972	108	TRUE
Woody Allen	Scoop	15 September 2006Iceland	6.7	57169	96	TRUE
Woody Allen	Match Point	20 January 2006	7.7	139672	124	TRUE
Woody Allen	Melinda and Melinda	29 October 2004Spain	6.5	24295	99	TRUE
Woody Allen	Anything Else	19 September 2003	6.4	22383	108	TRUE
Woody Allen	Hollywood Ending	3 May 2002	6.6	18704	112	TRUE
Woody Allen	Sounds from a Town I Love	NA	6.4	557	3	FALSE
Woody Allen	The Concert for New York City	NA	6.2	608	296	TRUE
Woody Allen	The Curse of the Jade Scorpion	24 August 2001	6.8	28278	103	TRUE
Woody Allen	Small Time Crooks	19 May 2000	6.7	27428	94	TRUE
Woody Allen	Sweet and Lowdown	26 January 2000France	7.3	24455	95	TRUE
Woody Allen	Celebrity	20 November 1998	6.3	18060	113	TRUE
Woody Allen	Deconstructing Harry	12 December 1997	7.4	31214	96	TRUE
Woody Allen	Everyone Says I Love You	3 January 1997	6.8	26757	101	TRUE
Woody Allen	Mighty Aphrodite	11 January 1996	7.1	27573	95	TRUE
Woody Allen	Don't Drink the Water	18 December 1994	6.3	2130	100	TRUE
Woody Allen	Bullets Over Broadway	18 January 1995	7.5	25979	98	TRUE
Woody Allen	Manhattan Murder Mystery	18 August 1993	7.4	24186	104	TRUE
Woody Allen	Husbands and Wives	18 September 1992	7.6	18222	108	TRUE
Woody Allen	Shadows and Fog	20 March 1992	6.8	11384	85	TRUE
Woody Allen	Alice	10 January 1991Argentina	6.6	9071	102	TRUE
Woody Allen	Crimes and Misdemeanors	13 October 1989	8	37041	104	TRUE
Woody Allen	New York Stories	10 March 1989	6.4	12001	124	TRUE
Woody Allen	Another Woman	18 November 1988	7.4	8096	81	TRUE
Woody Allen	September	18 December 1987	6.6	5917	82	TRUE
Woody Allen	Radio Days	30 January 1987	7.6	20494	88	TRUE
Woody Allen	Hannah and Her Sisters	14 March 1986	8	44861	103	TRUE
Woody Allen	The Purple Rose of Cairo	9 May 1985Australia	7.7	30332	82	TRUE
Woody Allen	Broadway Danny Rose	27 January 1984	7.5	15875	84	TRUE
Woody Allen	Zelig	15 July 1983	7.8	26876	79	FALSE
Woody Allen	A Midsummer Night's Sex Comedy	16 July 1982	6.7	12690	88	TRUE
Woody Allen	Stardust Memories	26 September 1980	7.4	13932	89	TRUE
Woody Allen	Manhattan	25 April 1979	8	90025	96	TRUE
Woody Allen	Interiors	2 August 1978	7.5	11886	93	TRUE
Woody Allen	Annie Hall	20 April 1977	8.2	154439	93	TRUE
Woody Allen	Love and Death	10 September 1975France	7.8	23112	85	TRUE
Woody Allen	Sleeper	17 December 1973	7.3	29080	89	TRUE
Woody Allen	Everything You Always Wanted to Know About Sex * But Were Afraid to Ask	31 January 1973West Germany	6.8	27102	88	TRUE
Woody Allen	Men of Crisis: The Harvey Wallinger Story	NA	5.7	162	25	FALSE
Woody Allen	Bananas	19 July 1971Sweden	7.1	23897	82	TRUE
Woody Allen	Take the Money and Run	10 July 1970Ireland	7.3	19930	85	TRUE
Woody Allen	What's Up, Tiger Lily?	2 November 1966	6.1	6982	80	TRUE
George Cukor	Barbra Streisand: The Movie Album	14 October 2003	7.1	35	15	FALSE
George Cukor	Rich and Famous	23 September 1981	5.9	1114	117	TRUE
George Cukor	The Corn Is Green	29 January 1979	7	432	93	TRUE
George Cukor	The Blue Bird	5 April 1976	5.4	662	99	TRUE
George Cukor	Love Among the Ruins	6 March 1975	8.1	591	100	TRUE
George Cukor	Travels with My Aunt	April 1973France	6.4	1184	109	TRUE
George Cukor	Justine	6 August 1969	5.8	281	116	TRUE
George Cukor	My Fair Lady	25 December 1964	7.9	56859	170	TRUE
George Cukor	Something's Got to Give	1 June 2001	7.8	1419	37	FALSE
George Cukor	The Chapman Report	5 October 1962	5.9	430	125	TRUE
George Cukor	Let's Make Love	8 September 1960	6.5	4340	119	TRUE
George Cukor	Song Without End	14 October 1960Finland	6	374	141	TRUE
George Cukor	Heller in Pink Tights	1 March 1960	6	743	100	TRUE
George Cukor	Hot Spell	June 1958	7.3	242	86	TRUE
George Cukor	Wild Is the Wind	5 February 1958France	7.2	594	114	TRUE
George Cukor	Les Girls	26 December 1957Sweden	6.7	1677	114	TRUE
George Cukor	Lust for Life	15 September 1956	7.4	6143	122	TRUE
George Cukor	Bhowani Junction	1 May 1956	6.4	1119	110	TRUE
George Cukor	A Star Is Born	16 October 1954	7.8	9638	154	TRUE
George Cukor	It Should Happen to You	18 January 1954	7.3	1950	86	TRUE
George Cukor	The Actress	25 September 1953	6.7	709	90	TRUE
George Cukor	Pat and Mike	13 June 1952	7	3383	95	TRUE
George Cukor	The Marrying Kind	February 1952	7	742	92	TRUE
George Cukor	The Model and the Marriage Broker	November 1951	7.1	358	103	TRUE
George Cukor	Born Yesterday	28 May 1951Sweden	7.7	6513	103	TRUE
George Cukor	A Life of Her Own	1 September 1950	6.2	480	108	TRUE
George Cukor	Adam's Rib	18 November 1949	7.6	14050	101	TRUE
George Cukor	Edward, My Son	June 1949	6.6	764	112	TRUE
George Cukor	A Double Life	1948Turkey	7.1	1892	104	TRUE
George Cukor	Desire Me	31 October 1947	6	351	91	TRUE
George Cukor	Winged Victory	22 December 1944	7	96	130	TRUE
George Cukor	I'll Be Seeing You	5 January 1945	7.2	1155	85	TRUE
George Cukor	Gaslight	May 1944	7.9	14373	114	TRUE
George Cukor	Resistance and Ohm's Law	NA	NA	NA	0	FALSE
George Cukor	Keeper of the Flame	December 1942	6.9	1279	100	TRUE
George Cukor	Her Cardboard Lover	16 July 1942	6	299	93	TRUE
George Cukor	Two-Faced Woman	2 March 1942UK	6.4	959	90	TRUE
George Cukor	A Woman's Face	23 May 1941	7.2	1387	106	TRUE
George Cukor	The Philadelphia Story	26 December 1940	8.1	44684	112	TRUE
George Cukor	Susan and God	7 June 1940	5.8	691	117	TRUE
George Cukor	Gone with the Wind	17 January 1940	8.2	176151	238	TRUE
George Cukor	The Women	1 September 1939	8	8727	133	TRUE
George Cukor	The Wizard of Oz	25 August 1939	8.1	232640	102	TRUE
George Cukor	Zaza	14 January 1939	6.7	70	83	TRUE
George Cukor	Holiday	15 June 1938	7.9	9097	95	TRUE
George Cukor	The Adventures of Tom Sawyer	11 February 1938	7.3	1040	91	TRUE
George Cukor	I Met My Love Again	14 January 1938	5.6	122	77	FALSE
George Cukor	Camille	1 January 1937	7.6	4903	109	TRUE
George Cukor	Romeo and Juliet	3 September 1936	6.8	1088	125	TRUE
George Cukor	Sylvia Scarlett	3 January 1936	6.3	2305	95	TRUE
George Cukor	No More Ladies	14 June 1935	5.6	413	80	TRUE
George Cukor	David Copperfield	20 June 1935Argentina	7.6	2444	130	TRUE
George Cukor	Manhattan Melodrama	4 May 1934	7.2	2186	93	TRUE
George Cukor	Little Women	24 November 1933	7.4	4219	115	TRUE
George Cukor	Dinner at Eight	12 January 1934	7.8	5391	111	TRUE
George Cukor	Our Betters	17 March 1933	6.4	341	83	TRUE
George Cukor	The Animal Kingdom	28 December 1932	6.6	549	85	TRUE
George Cukor	Rockabye	25 November 1932	5.9	177	68	FALSE
George Cukor	A Bill of Divorcement	30 September 1932	6.6	892	70	FALSE
George Cukor	What Price Hollywood?	24 June 1932	7.8	1247	88	TRUE
George Cukor	Une heure près de toi	1 June 1932France	6.9	39	78	FALSE
George Cukor	One Hour with You	23 March 1932	7.4	1260	80	TRUE
George Cukor	Girls About Town	7 November 1931	8.1	331	66	FALSE
George Cukor	Tarnished Lady	2 May 1931	6.8	58	83	TRUE
George Cukor	The Royal Family of Broadway	11 January 1933Denmark	6.8	180	82	TRUE
George Cukor	The Virtuous Sin	1 November 1930	6	56	80	TRUE
George Cukor	Grumpy	1 August 1930	3.8	25	74	FALSE
Michael Curtiz	The Comancheros	30 October 1961	6.9	4948	107	TRUE
Michael Curtiz	Francis of Assisi	12 July 1961	6.5	478	105	TRUE
Michael Curtiz	The Adventures of Huckleberry Finn	3 August 1960	6.3	945	107	TRUE
Michael Curtiz	A Breath of Scandal	16 March 1960Italy	5.5	468	97	TRUE
Michael Curtiz	The Man in the Net	29 May 1959Sweden	6.2	379	98	TRUE
Michael Curtiz	The Hangman	17 June 1959	6.8	204	87	TRUE
Michael Curtiz	King Creole	2 July 1958	7	2810	116	TRUE
Michael Curtiz	The Proud Rebel	2 November 1958UK	6.9	520	103	TRUE
Michael Curtiz	The Helen Morgan Story	5 October 1957	6.3	422	118	TRUE
Michael Curtiz	The Best Things in Life Are Free	28 September 1956	6.1	197	104	TRUE
Michael Curtiz	The Vagabond King	29 August 1956	5.6	125	86	TRUE
Michael Curtiz	The Scarlet Hour	April 1956	7.1	78	95	TRUE
Michael Curtiz	We're No Angels	8 September 1955Argentina	7.5	5339	106	TRUE
Michael Curtiz	White Christmas	14 October 1954	7.6	17598	120	TRUE
Michael Curtiz	The Egyptian	17 December 1954West Germany	6.6	2135	139	TRUE
Michael Curtiz	The Boy from Oklahoma	27 February 1954	5.9	146	87	TRUE
Michael Curtiz	Trouble Along the Way	4 April 1953	6.8	986	110	TRUE
Michael Curtiz	The Jazz Singer	14 February 1953	5.9	232	107	TRUE
Michael Curtiz	The Story of Will Rogers	26 July 1952	6.7	250	109	TRUE
Michael Curtiz	I'll See You in My Dreams	24 October 1952Sweden	6.9	567	110	TRUE
Michael Curtiz	Jim Thorpe -- All-American	24 August 1951	7	1202	107	TRUE
Michael Curtiz	Force of Arms	13 August 1951	6.5	309	99	TRUE
Michael Curtiz	The Breaking Point	6 October 1950	7.6	909	97	TRUE
Michael Curtiz	Bright Leaf	2 July 1950	6.7	603	110	TRUE
Michael Curtiz	Young Man with a Horn	9 February 1950	7.2	1820	112	TRUE
Michael Curtiz	The Lady Takes a Sailor	4 August 1950Finland	6.1	195	99	TRUE
Michael Curtiz	Flamingo Road	6 May 1949	7	1378	94	TRUE
Michael Curtiz	My Dream Is Yours	16 April 1949	6.6	610	101	TRUE
Michael Curtiz	Romance on the High Seas	3 July 1948	7	1041	99	TRUE
Michael Curtiz	The Unsuspected	3 October 1947	7.2	1403	103	TRUE
Michael Curtiz	Life with Father	13 September 1947	7.3	2981	118	TRUE
Michael Curtiz	Night and Day	3 August 1946	6.2	1823	128	TRUE
Michael Curtiz	Mildred Pierce	20 October 1945	8	13628	111	TRUE
Michael Curtiz	Roughly Speaking	17 June 1946Portugal	7	426	117	TRUE
Michael Curtiz	Janie	2 September 1944	6.2	211	102	TRUE
Michael Curtiz	Passage to Marseille	11 March 1944	6.9	2311	109	TRUE
Michael Curtiz	This Is the Army	14 August 1943	6.1	633	121	TRUE
Michael Curtiz	Mission to Moscow	22 May 1943	5.4	599	124	TRUE
Michael Curtiz	Casablanca	23 January 1943	8.6	323036	102	TRUE
Michael Curtiz	Yankee Doodle Dandy	6 June 1942	7.8	9652	126	TRUE
Michael Curtiz	Captains of the Clouds	21 February 1942	6.5	864	114	TRUE
Michael Curtiz	Dive Bomber	30 August 1941	6.6	1046	132	TRUE
Michael Curtiz	The Sea Wolf	21 March 1941	7.6	2031	100	TRUE
Michael Curtiz	Santa Fe Trail	28 December 1940	6.3	1990	110	TRUE
Michael Curtiz	The Sea Hawk	1 July 1940	7.8	6255	127	TRUE
Michael Curtiz	Virginia City	23 March 1940	6.8	1327	121	TRUE
Michael Curtiz	Four Wives	25 December 1939	6.5	338	110	TRUE
Michael Curtiz	The Private Lives of Elizabeth and Essex	11 November 1939	7.2	3346	106	TRUE
Michael Curtiz	Daughters Courageous	22 July 1939	6.6	317	107	TRUE
Michael Curtiz	Sons of Liberty	20 May 1939	5.9	200	20	FALSE
Michael Curtiz	Dodge City	8 April 1939	7.2	2881	104	TRUE
Michael Curtiz	Blackwell's Island	25 March 1939	6.2	200	71	FALSE
Michael Curtiz	Angels with Dirty Faces	26 November 1938	8	14043	97	TRUE
Michael Curtiz	Four Daughters	9 August 1938	7.1	1049	90	TRUE
Michael Curtiz	Four's a Crowd	3 September 1938	6.5	590	92	TRUE
Michael Curtiz	The Adventures of Robin Hood	14 May 1938	8	35322	102	TRUE
Michael Curtiz	Gold Is Where You Find It	12 February 1938	6.4	245	94	TRUE
Michael Curtiz	The Perfect Specimen	15 December 1937France	6.7	197	97	TRUE
Michael Curtiz	Kid Galahad	29 May 1937	7.4	1794	102	TRUE
Michael Curtiz	Mountain Justice	24 April 1937	6.3	111	83	TRUE
Michael Curtiz	Marked Woman	10 April 1937	7.4	2102	96	TRUE
Michael Curtiz	Stolen Holiday	6 February 1937	6.5	270	80	TRUE
Michael Curtiz	Black Legion	30 January 1937	7	1585	83	TRUE
Michael Curtiz	The Charge of the Light Brigade	20 October 1936	7.1	2987	115	TRUE
Michael Curtiz	Anthony Adverse	29 August 1936	6.6	1008	141	TRUE
Michael Curtiz	The Walking Dead	14 March 1936	6.8	1268	66	FALSE
Michael Curtiz	Captain Blood	28 December 1935	7.8	8765	119	TRUE
Michael Curtiz	Little Big Shot	7 September 1935	6.1	117	78	FALSE
Michael Curtiz	Front Page Woman	20 July 1935	7.2	731	82	TRUE
Michael Curtiz	Go Into Your Dance	20 April 1935	6.5	175	89	TRUE
Michael Curtiz	The Case of the Curious Bride	13 April 1935	6.8	436	80	TRUE
Michael Curtiz	Black Fury	18 May 1935	6.7	490	94	TRUE
Michael Curtiz	British Agent	15 September 1934	6.2	264	80	TRUE
Michael Curtiz	The Key	9 June 1934	6	192	71	FALSE
Michael Curtiz	Jimmy the Gent	17 March 1934	7.2	892	67	FALSE
Michael Curtiz	Mandalay	10 February 1934	7.3	342	65	FALSE
Michael Curtiz	Female	11 November 1933	6.8	982	60	FALSE
Michael Curtiz	The Kennel Murder Case	28 October 1933	6.9	1683	73	FALSE
Michael Curtiz	Goodbye Again	9 September 1933	6.7	167	66	FALSE
Michael Curtiz	The Mayor of Hell	24 June 1933	7	865	90	TRUE
Michael Curtiz	Private Detective 62	10 June 1933	6.6	263	66	FALSE
Michael Curtiz	The Keyhole	25 March 1933	6.5	249	69	FALSE
Michael Curtiz	Mystery of the Wax Museum	18 February 1933	6.9	2841	77	FALSE
Michael Curtiz	20,000 Years in Sing Sing	24 December 1932	7.1	1445	78	FALSE
Michael Curtiz	The Cabin in the Cotton	15 October 1932	7.1	874	78	FALSE
Michael Curtiz	Doctor X	27 August 1932	6.5	1559	76	FALSE
Michael Curtiz	The Strange Love of Molly Louvain	28 May 1932	6.5	230	73	FALSE
Michael Curtiz	Alias the Doctor	26 March 1932	6.1	137	61	FALSE
Michael Curtiz	The Woman from Monte Carlo	9 January 1932	5.3	76	65	FALSE
Michael Curtiz	The Mad Genius	7 November 1931	6.5	217	81	TRUE
Michael Curtiz	God's Gift to Women	13 April 1931	5	147	72	FALSE
Michael Curtiz	Dämon des Meeres	6 May 1932Netherlands	NA	NA	81	TRUE
Michael Curtiz	A Soldier's Plaything	1 November 1930	4.6	87	56	FALSE
Michael Curtiz	River's End	1 November 1930	5.7	92	75	FALSE
Michael Curtiz	Bright Lights	21 September 1930	7.1	104	69	FALSE
Michael Curtiz	The Matrimonial Bed	2 August 1930	6	74	69	FALSE
Michael Curtiz	Under a Texas Moon	1 April 1930	6.3	20	82	TRUE
Michael Curtiz	Mammy	26 March 1930	6.3	106	84	TRUE
Michael Curtiz	Hearts in Exile	24 March 1930Denmark	6.9	10	82	TRUE
Michael Curtiz	The Gamblers	29 June 1929	4.7	6	0	FALSE
Michael Curtiz	Madonna of Avenue A	22 June 1929	5.8	5	71	FALSE
